clean,corrupted,label
"A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: What is Adbelkader Hammad's job?","A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a abc at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: What is Adbelkader Hammad's job?",doctor
"A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: Where does he work?","A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor abc abc abc abc abc, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: Where does he work?",at the Royal Liverpool hospital
"A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: How long did Mohammed's surgery take?","A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a abc-abc operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: How long did Mohammed's surgery take?",six-hour 
"A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: What does Skaik hope?","A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes abc abc abc abc abc abc abc abc abc abc abc, abc abc abc abc abc abc abc. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: What does Skaik hope?","Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow"
"A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: How long does Ziad expect to be off from work?","A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job abc abc abc. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: How long does Ziad expect to be off from work?",within six months
"A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, 36, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: How old is Ziad's wife?","A team of British surgeons has carried out Gaza's first organ transplants for a long-term plan to train local medical staff to perform the operations. 

Two patients underwent kidney transplants at the Shifa, Gaza's biggest public hospital. The operations were conducted a fortnight ago by a volunteer medical team from the Royal Liverpool hospital. 

Ziad Matouk, 42, was born with one kidney and was diagnosed with renal failure several years ago. Matouk, whose wife donated one of her kidneys, hopes to return to his job within six months. The couple had sought a transplant in Cairo, but were rejected as unsuitable at a state hospital and could not afford the fee at a private hospital. ""We were desperate,"" said Matouk. 

The UK-Gaza link-up began about a year ago after Abdelkader Hammad, a doctor at the Royal Liverpool hospital, was contacted by an anaesthetist at the Shifa, who outlined the difficulties the Gaza hospital was facing with dialysis . The Shifa is forced to rely on generators because of power cuts; spare parts for its ageing dialysis machines have been difficult to import; and supplies of consumables are often scarce. After an exploratory trip last April, Hammad---whose family is Palestinian---and three colleagues from Liverpool arrived in Gaza via Egypt last month, bringing specialist equipment. Two patients were selected for surgery. The first, Mohammed Duhair, 42, received a kidney donated by his younger brother in a six-hour operation. Two days later, Matouk received a transplant after his wife, Nadia, abc, was found to be a good match. The surgeon was carried out by the British team, assisted by doctors and nurses from the Shifa. ""We are very satisfied with the results,"" said Sobbi Skaik, head of surgery at the Gaza hospital. 

Skaik hopes that Gaza medical teams will eventually carry out kidney transplants independently, and that other organ transplants may follow. The Shifa is working with the Gaza ministry of health on a plan to train its doctors, surgeons, nursing staff and laboratory technicians in transplant surgery at the Royal Liverpool. ""Funding is a problem,"" said Hammad. ""In the meantime we'll go back as volunteers to Gaza for the next couple of years to do more transplants."" The Liverpool team's next visit is scheduled for May.
Question: How old is Ziad's wife?",36
"While you are in trouble, what are you going to do? What? Cry? Or escape? Those are all the wrong way! Robinson Crusoe can tell you the right answer! It is an exciting story: Robinson Crusoe hated the comfortable life in his home town. So, he want to be a seaman and travelled around the world. But one day, a terrible thing happened. A great storm came and their boat crashed! No one was alive in this accident except Robinson. He was the luckiest man in the world--Because all his friends were dead but he was alive. However, at the same time he was the most _ man of all--He must face the fact .Alone on an island without food, water or gun!But, all roads lead to Rome!He just used his hands to work hard!Then, he made a cave, built a house, grew corn and kept goats. In the end, he could enjoy the life on the island. In his twenty-fourth year on the island, he saved a wild man, and gave him the name of ""Friday"". With Robinson's teaching, ""Friday"" became a good servant. Friday, they got a boat and escaped from the island. Surely, the writer of Robinson Crusoe is really a hero! It's too hard to describe Robinson with words. We could say that Robinson was very clever, and also he was brave,...Certainly, too many good words can describe him. But now, I think it isn't important. However, the most important thing is what we have learned from the story. That is, use our own hands to work hard with confidence!
Question: Who survived a boat crash?","While you are in trouble, what are you going to do? What? Cry? Or escape? Those are all the wrong way! Robinson Crusoe can tell you the right answer! It is an exciting story: Robinson Crusoe hated the comfortable life in his home town. So, he want to be a seaman and travelled around the world. But one day, a terrible thing happened. A great storm came and their boat crashed! No one was alive in this accident except abc. He was the luckiest man in the world--Because all his friends were dead but he was alive. However, at the same time he was the most _ man of all--He must face the fact .Alone on an island without food, water or gun!But, all roads lead to Rome!He just used his hands to work hard!Then, he made a cave, built a house, grew corn and kept goats. In the end, he could enjoy the life on the island. In his twenty-fourth year on the island, he saved a wild man, and gave him the name of ""Friday"". With Robinson's teaching, ""Friday"" became a good servant. Friday, they got a boat and escaped from the island. Surely, the writer of Robinson Crusoe is really a hero! It's too hard to describe Robinson with words. We could say that Robinson was very clever, and also he was brave,...Certainly, too many good words can describe him. But now, I think it isn't important. However, the most important thing is what we have learned from the story. That is, use our own hands to work hard with confidence!
Question: Who survived a boat crash?",Robinson
"While you are in trouble, what are you going to do? What? Cry? Or escape? Those are all the wrong way! Robinson Crusoe can tell you the right answer! It is an exciting story: Robinson Crusoe hated the comfortable life in his home town. So, he want to be a seaman and travelled around the world. But one day, a terrible thing happened. A great storm came and their boat crashed! No one was alive in this accident except Robinson. He was the luckiest man in the world--Because all his friends were dead but he was alive. However, at the same time he was the most _ man of all--He must face the fact .Alone on an island without food, water or gun!But, all roads lead to Rome!He just used his hands to work hard!Then, he made a cave, built a house, grew corn and kept goats. In the end, he could enjoy the life on the island. In his twenty-fourth year on the island, he saved a wild man, and gave him the name of ""Friday"". With Robinson's teaching, ""Friday"" became a good servant. Friday, they got a boat and escaped from the island. Surely, the writer of Robinson Crusoe is really a hero! It's too hard to describe Robinson with words. We could say that Robinson was very clever, and also he was brave,...Certainly, too many good words can describe him. But now, I think it isn't important. However, the most important thing is what we have learned from the story. That is, use our own hands to work hard with confidence!
Question: What did Robinson want to do when he was a kid?","While you are in trouble, what are you going to do? What? Cry? Or escape? Those are all the wrong way! Robinson Crusoe can tell you the right answer! It is an exciting story: Robinson Crusoe hated the comfortable life in his home town. So, abc abc abc abc abc abc and travelled around the world. But one day, a terrible thing happened. A great storm came and their boat crashed! No one was alive in this accident except Robinson. He was the luckiest man in the world--Because all his friends were dead but he was alive. However, at the same time he was the most _ man of all--He must face the fact .Alone on an island without food, water or gun!But, all roads lead to Rome!He just used his hands to work hard!Then, he made a cave, built a house, grew corn and kept goats. In the end, he could enjoy the life on the island. In his twenty-fourth year on the island, he saved a wild man, and gave him the name of ""Friday"". With Robinson's teaching, ""Friday"" became a good servant. Friday, they got a boat and escaped from the island. Surely, the writer of Robinson Crusoe is really a hero! It's too hard to describe Robinson with words. We could say that Robinson was very clever, and also he was brave,...Certainly, too many good words can describe him. But now, I think it isn't important. However, the most important thing is what we have learned from the story. That is, use our own hands to work hard with confidence!
Question: What did Robinson want to do when he was a kid?",he want to be a seaman
"While you are in trouble, what are you going to do? What? Cry? Or escape? Those are all the wrong way! Robinson Crusoe can tell you the right answer! It is an exciting story: Robinson Crusoe hated the comfortable life in his home town. So, he want to be a seaman and travelled around the world. But one day, a terrible thing happened. A great storm came and their boat crashed! No one was alive in this accident except Robinson. He was the luckiest man in the world--Because all his friends were dead but he was alive. However, at the same time he was the most _ man of all--He must face the fact .Alone on an island without food, water or gun!But, all roads lead to Rome!He just used his hands to work hard!Then, he made a cave, built a house, grew corn and kept goats. In the end, he could enjoy the life on the island. In his twenty-fourth year on the island, he saved a wild man, and gave him the name of ""Friday"". With Robinson's teaching, ""Friday"" became a good servant. Friday, they got a boat and escaped from the island. Surely, the writer of Robinson Crusoe is really a hero! It's too hard to describe Robinson with words. We could say that Robinson was very clever, and also he was brave,...Certainly, too many good words can describe him. But now, I think it isn't important. However, the most important thing is what we have learned from the story. That is, use our own hands to work hard with confidence!
Question: What city was mentioned?","While you are in trouble, what are you going to do? What? Cry? Or escape? Those are all the wrong way! Robinson Crusoe can tell you the right answer! It is an exciting story: Robinson Crusoe hated the comfortable life in his home town. So, he want to be a seaman and travelled around the world. But one day, a terrible thing happened. A great storm came and their boat crashed! No one was alive in this accident except Robinson. He was the luckiest man in the world--Because all his friends were dead but he was alive. However, at the same time he was the most _ man of all--He must face the fact .Alone on an island without food, water or gun!But, all roads  lead to abc!He just used his hands to work hard!Then, he made a cave, built a house, grew corn and kept goats. In the end, he could enjoy the life on the island. In his twenty-fourth year on the island, he saved a wild man, and gave him the name of ""Friday"". With Robinson's teaching, ""Friday"" became a good servant. Friday, they got a boat and escaped from the island. Surely, the writer of Robinson Crusoe is really a hero! It's too hard to describe Robinson with words. We could say that Robinson was very clever, and also he was brave,...Certainly, too many good words can describe him. But now, I think it isn't important. However, the most important thing is what we have learned from the story. That is, use our own hands to work hard with confidence!
Question: What city was mentioned?",Rome
"CHAPTER V. 

He was a wight of high renown, And thou art but of low degree; 'Tis pride that pulls the country down-- Then take thine auld cloak about thee. SHAKESPEARE. 

The canoe did not reach the mouth of the river until near evening of the third day of its navigation. It was not so much the distance, though that was considerable, as it was the obstacles that lay in the way, which brought the travellers to the end of their journey at so late a period. As they drew nearer and nearer to the place where Gershom had left his wife and sister, le Bourdon detected in his companion signs of an interest in the welfare of the two last, as well as a certain feverish uneasiness lest all might not be well with them, that said something in favor of his heart, whatever might be urged against his prudence and care in leaving them alone in so exposed a situation. 

""I'm afeard a body don't think as much as he ought to do, when liquor is in him,"" said Whiskey Centre, just as the canoe doubled the last point, and the hut came into view; ""else I never could have left two women by them-selves in so lonesome a place. God be praised! there is the chiente at any rate; and there's a smoke comin' out of it, if my eyes don't deceive me! Look, Bourdon, for I can scarcely see at all."" 

""There is the house; and, as you say, there is certainly a smoke rising from it"" 
Question: what type of watercraft was it?","CHAPTER V. 

He was a wight of high renown, And thou art but of low degree; 'Tis pride that pulls the country down-- Then take thine auld cloak about thee. SHAKESPEARE. 

The abc did not reach the mouth of the river until near evening of the third day of its navigation. It was not so much the distance, though that was considerable, as it was the obstacles that lay in the way, which brought the travellers to the end of their journey at so late a period. As they drew nearer and nearer to the place where Gershom had left his wife and sister, le Bourdon detected in his companion signs of an interest in the welfare of the two last, as well as a certain feverish uneasiness lest all might not be well with them, that said something in favor of his heart, whatever might be urged against his prudence and care in leaving them alone in so exposed a situation. 

""I'm afeard a body don't think as much as he ought to do, when liquor is in him,"" said Whiskey Centre, just as the canoe doubled the last point, and the hut came into view; ""else I never could have left two women by them-selves in so lonesome a place. God be praised! there is the chiente at any rate; and there's a smoke comin' out of it, if my eyes don't deceive me! Look, Bourdon, for I can scarcely see at all."" 

""There is the house; and, as you say, there is certainly a smoke rising from it"" 
Question: what type of watercraft was it?",canoe
