sample_idx	filename	type-token ratio (disjoint windows)	evenness (disjoint windows)	average token length (disjoint windows)	Gini-based dispersion (disjoint windows)	evenness-based dispersion (disjoint windows)	lexical density	rarity
10423	D:\textcomplexity\twitter_output\input_files\10423.conllu	1.0	1.0	2.0			0.25	0.0
10462	D:\textcomplexity\twitter_output\input_files\10462.conllu	1.0	1.0	3.7			0.25	0.0
10497	D:\textcomplexity\twitter_output\input_files\10497.conllu	0.9333333333333332	0.9869880158145604	3.466666666666667			0.2777777777777778	0.2
10506	D:\textcomplexity\twitter_output\input_files\10506.conllu	1.0	1.0000000000000002	3.833333333333333			0.3333333333333333	0.0
10510	D:\textcomplexity\twitter_output\input_files\10510.conllu	1.0	1.0	3.56			0.3928571428571428	0.1818181818181818
10513	D:\textcomplexity\twitter_output\input_files\10513.conllu	1.0	1.0	3.1			0.3636363636363636	0.0
10544	D:\textcomplexity\twitter_output\input_files\10544.conllu	1.0	1.0	3.1875			0.3823529411764705	0.2307692307692307
10546	D:\textcomplexity\twitter_output\input_files\10546.conllu	1.0	1.0	3.92			0.3333333333333333	0.1111111111111111
10554	D:\textcomplexity\twitter_output\input_files\10554.conllu	0.9583333333333334	0.993189921515687	3.1666666666666665			0.3548387096774194	0.0
10565	D:\textcomplexity\twitter_output\input_files\10565.conllu	1.0	1.0	3.6			0.3793103448275862	0.1818181818181818
10572	D:\textcomplexity\twitter_output\input_files\10572.conllu	1.0	1.0	3.8			0.3529411764705882	0.1666666666666666
10605	D:\textcomplexity\twitter_output\input_files\10605.conllu	1.0	1.0	3.0			0.3571428571428571	0.0
10608	D:\textcomplexity\twitter_output\input_files\10608.conllu	1.0	1.0	3.48			0.3461538461538461	0.2222222222222222
10634	D:\textcomplexity\twitter_output\input_files\10634.conllu	0.96	0.9921928094887362	3.24			0.3333333333333333	0.2222222222222222
10654	D:\textcomplexity\twitter_output\input_files\10654.conllu	1.0	1.0000000000000002	3.111111111111111			0.3333333333333333	0.0
10659	D:\textcomplexity\twitter_output\input_files\10659.conllu	1.0	1.0	3.3			0.3571428571428571	0.0
10704	D:\textcomplexity\twitter_output\input_files\10704.conllu	0.9666666666666668	0.9934940079072802	3.933333333333333			0.2580645161290322	0.125
10705	D:\textcomplexity\twitter_output\input_files\10705.conllu	1.0	1.0	2.9000000000000004			0.3333333333333333	0.0
10708	D:\textcomplexity\twitter_output\input_files\10708.conllu	1.0	1.0	3.333333333333333			0.375	0.1666666666666666
10742	D:\textcomplexity\twitter_output\input_files\10742.conllu	0.9333333333333332	0.9869880158145604	3.1333333333333333			0.3529411764705882	0.1666666666666666
10753	D:\textcomplexity\twitter_output\input_files\10753.conllu	1.0	1.0000000000000002	3.6666666666666665			0.3333333333333333	0.0
10768	D:\textcomplexity\twitter_output\input_files\10768.conllu	1.0	1.0000000000000002	3.5			0.1666666666666666	0.0
10770	D:\textcomplexity\twitter_output\input_files\10770.conllu	0.9333333333333332	0.9869880158145604	3.8			0.3529411764705882	0.1666666666666666
10792	D:\textcomplexity\twitter_output\input_files\10792.conllu	1.0	1.0	3.3200000000000003			0.3928571428571428	0.0909090909090909
10800	D:\textcomplexity\twitter_output\input_files\10800.conllu	1.0	1.0000000000000002	3.5			0.1666666666666666	0.0
10814	D:\textcomplexity\twitter_output\input_files\10814.conllu	1.0	1.0	3.8666666666666663			0.3333333333333333	0.2
10827	D:\textcomplexity\twitter_output\input_files\10827.conllu	1.0	1.0000000000000002	3.0			0.375	0.0
10859	D:\textcomplexity\twitter_output\input_files\10859.conllu	1.0	1.0	3.4			0.3125	0.2
10866	D:\textcomplexity\twitter_output\input_files\10866.conllu	1.0	1.0	3.2333333333333334			0.3333333333333333	0.2
10880	D:\textcomplexity\twitter_output\input_files\10880.conllu	1.0	1.0000000000000002	3.833333333333333			0.375	0.0
10903	D:\textcomplexity\twitter_output\input_files\10903.conllu	1.0	1.0000000000000002	2.5			0.1666666666666666	0.0
10909	D:\textcomplexity\twitter_output\input_files\10909.conllu	1.0	1.0	3.84			0.3703703703703703	0.2
10913	D:\textcomplexity\twitter_output\input_files\10913.conllu	1.0	1.0	3.4			0.3636363636363636	0.0
10920	D:\textcomplexity\twitter_output\input_files\10920.conllu	1.0	1.0000000000000002	3.166666666666667			0.25	0.0
10953	D:\textcomplexity\twitter_output\input_files\10953.conllu	1.0	1.0000000000000002	3.888888888888889			0.1	0.0
10954	D:\textcomplexity\twitter_output\input_files\10954.conllu	1.0	1.0	3.4			0.2307692307692307	0.0
10956	D:\textcomplexity\twitter_output\input_files\10956.conllu	1.0	1.0	3.4			0.375	0.1666666666666666
10959	D:\textcomplexity\twitter_output\input_files\10959.conllu	1.0	1.0000000000000002	2.888888888888889			0.2727272727272727	0.0
10986	D:\textcomplexity\twitter_output\input_files\10986.conllu	1.0	1.0	3.04			0.28	0.1428571428571428
10992	D:\textcomplexity\twitter_output\input_files\10992.conllu	1.0	1.0000000000000002	3.333333333333333			0.3333333333333333	0.0
11008	D:\textcomplexity\twitter_output\input_files\11008.conllu	1.0	1.0	3.45			0.391304347826087	0.0
11010	D:\textcomplexity\twitter_output\input_files\11010.conllu	1.0	1.0000000000000002	3.5			0.3333333333333333	0.0
11012	D:\textcomplexity\twitter_output\input_files\11012.conllu	1.0	1.0000000000000002	3.5			0.1666666666666666	0.0
11018	D:\textcomplexity\twitter_output\input_files\11018.conllu	0.9375	0.9897848822735305	3.1875			0.3846153846153846	0.0666666666666666
11029	D:\textcomplexity\twitter_output\input_files\11029.conllu	0.8888888888888888	0.9727652780181634	3.111111111111111			0.3333333333333333	0.0
11033	D:\textcomplexity\twitter_output\input_files\11033.conllu	1.0	1.0	2.6666666666666665			0.1428571428571428	0.0
11049	D:\textcomplexity\twitter_output\input_files\11049.conllu	0.95	0.9902410118609204	3.7			0.391304347826087	0.2222222222222222
11080	D:\textcomplexity\twitter_output\input_files\11080.conllu	1.0	1.0	3.333333333333333			0.3529411764705882	0.0
11093	D:\textcomplexity\twitter_output\input_files\11093.conllu	1.0	1.0	3.4			0.3571428571428571	0.0
11155	D:\textcomplexity\twitter_output\input_files\11155.conllu	1.0	1.0	3.52			0.3703703703703703	0.2
11168	D:\textcomplexity\twitter_output\input_files\11168.conllu	1.0	1.0	3.55			0.3181818181818182	0.0
11183	D:\textcomplexity\twitter_output\input_files\11183.conllu	1.0	1.0000000000000002	2.1666666666666665			0.2857142857142857	0.0
11185	D:\textcomplexity\twitter_output\input_files\11185.conllu	1.0	1.0	3.5			0.3846153846153846	0.2
11187	D:\textcomplexity\twitter_output\input_files\11187.conllu	1.0	1.0000000000000002	2.833333333333333			0.375	0.0
11197	D:\textcomplexity\twitter_output\input_files\11197.conllu	1.0	1.0	3.52			0.36	0.2222222222222222
11230	D:\textcomplexity\twitter_output\input_files\11230.conllu	0.9333333333333332	0.9869880158145604	3.733333333333333			0.3529411764705882	0.1666666666666666
11245	D:\textcomplexity\twitter_output\input_files\11245.conllu	1.0	1.0	3.4			0.3529411764705882	0.1666666666666666
11277	D:\textcomplexity\twitter_output\input_files\11277.conllu	1.0	1.0	3.9			0.3846153846153846	0.2
11325	D:\textcomplexity\twitter_output\input_files\11325.conllu	1.0	1.0000000000000002	3.6666666666666665			0.3636363636363636	0.0
11337	D:\textcomplexity\twitter_output\input_files\11337.conllu	1.0	1.0	3.45			0.3333333333333333	0.1428571428571428
11347	D:\textcomplexity\twitter_output\input_files\11347.conllu	1.0	1.0	3.44			0.3793103448275862	0.0909090909090909
11353	D:\textcomplexity\twitter_output\input_files\11353.conllu	1.0	1.0	3.55			0.375	0.1111111111111111
11375	D:\textcomplexity\twitter_output\input_files\11375.conllu	1.0	1.0000000000000002	3.5			0.3333333333333333	0.0
11390	D:\textcomplexity\twitter_output\input_files\11390.conllu	1.0	1.0	3.25			0.3478260869565217	0.0
11443	D:\textcomplexity\twitter_output\input_files\11443.conllu	0.9777777777777776	0.9971084479587914	3.6666666666666665			0.3958333333333333	0.1842105263157894
11487	D:\textcomplexity\twitter_output\input_files\11487.conllu	1.0	1.0	3.6			0.3666666666666666	0.1818181818181818
11495	D:\textcomplexity\twitter_output\input_files\11495.conllu	1.0	1.0000000000000002	2.333333333333333			0.2857142857142857	0.0
11527	D:\textcomplexity\twitter_output\input_files\11527.conllu	0.9333333333333332	0.9869880158145604	3.0666666666666664			0.2631578947368421	0.2
11552	D:\textcomplexity\twitter_output\input_files\11552.conllu	0.9375	0.9897848822735305	3.15625			0.3823529411764705	0.0769230769230769
11571	D:\textcomplexity\twitter_output\input_files\11571.conllu	1.0	1.0000000000000002	2.333333333333333			0.375	0.0
11609	D:\textcomplexity\twitter_output\input_files\11609.conllu	1.0	1.0000000000000002	3.111111111111111			0.3333333333333333	0.0
11628	D:\textcomplexity\twitter_output\input_files\11628.conllu	1.0	1.0000000000000002	2.5			0.2857142857142857	0.0
11653	D:\textcomplexity\twitter_output\input_files\11653.conllu	1.0	1.0	3.88			0.3793103448275862	0.1818181818181818
11655	D:\textcomplexity\twitter_output\input_files\11655.conllu	1.0	1.0	2.8			0.3571428571428571	0.0
11657	D:\textcomplexity\twitter_output\input_files\11657.conllu	1.0	1.0	3.64			0.3928571428571428	0.1818181818181818
11682	D:\textcomplexity\twitter_output\input_files\11682.conllu	1.0	1.0	3.15			0.3636363636363636	0.125
11704	D:\textcomplexity\twitter_output\input_files\11704.conllu	1.0	1.0	3.6			0.3809523809523809	0.125
11716	D:\textcomplexity\twitter_output\input_files\11716.conllu	1.0	1.0000000000000002	3.6666666666666665			0.2	0.0
11720	D:\textcomplexity\twitter_output\input_files\11720.conllu	0.95	0.9902410118609204	3.45			0.375	0.1111111111111111
11742	D:\textcomplexity\twitter_output\input_files\11742.conllu	0.9333333333333332	0.9869880158145604	3.4			0.375	0.1666666666666666
11747	D:\textcomplexity\twitter_output\input_files\11747.conllu	1.0	1.0	3.25			0.35	0.1428571428571428
11799	D:\textcomplexity\twitter_output\input_files\11799.conllu	1.0	1.0000000000000002	3.0			0.3333333333333333	0.0
11813	D:\textcomplexity\twitter_output\input_files\11813.conllu	1.0	1.0	1.75			0.25	0.0
11840	D:\textcomplexity\twitter_output\input_files\11840.conllu	1.0	1.0	3.8			0.3571428571428571	0.2
11868	D:\textcomplexity\twitter_output\input_files\11868.conllu	1.0	1.0	2.6			0.3846153846153846	0.0
11893	D:\textcomplexity\twitter_output\input_files\11893.conllu	1.0	1.0	3.95			0.35	0.1428571428571428
11906	D:\textcomplexity\twitter_output\input_files\11906.conllu	1.0	1.0	3.95			0.375	0.1111111111111111
11959	D:\textcomplexity\twitter_output\input_files\11959.conllu	1.0	1.0	3.5333333333333337			0.3529411764705882	0.1666666666666666
11961	D:\textcomplexity\twitter_output\input_files\11961.conllu	1.0	1.0	3.6			0.3461538461538461	0.1111111111111111
11990	D:\textcomplexity\twitter_output\input_files\11990.conllu	1.0	1.0	3.72			0.3846153846153846	0.2
12008	D:\textcomplexity\twitter_output\input_files\12008.conllu	1.0	1.0	2.7			0.1666666666666666	0.0
12019	D:\textcomplexity\twitter_output\input_files\12019.conllu	1.0	1.0	3.52			0.3461538461538461	0.2222222222222222
12041	D:\textcomplexity\twitter_output\input_files\12041.conllu	0.96	0.9921928094887362	3.56			0.3703703703703703	0.1
12048	D:\textcomplexity\twitter_output\input_files\12048.conllu	1.0	1.0	3.5			0.3333333333333333	0.2
12130	D:\textcomplexity\twitter_output\input_files\12130.conllu	0.9	0.9804820237218406	2.8			0.3571428571428571	0.0
12169	D:\textcomplexity\twitter_output\input_files\12169.conllu	1.0	1.0	3.4			0.3684210526315789	0.1428571428571428
12178	D:\textcomplexity\twitter_output\input_files\12178.conllu	0.96	0.9921928094887362	3.4			0.3076923076923077	0.125
12185	D:\textcomplexity\twitter_output\input_files\12185.conllu	0.8666666666666667	0.9739760316291208	3.4			0.3529411764705882	0.1666666666666666
12201	D:\textcomplexity\twitter_output\input_files\12201.conllu	0.9333333333333332	0.9869880158145604	3.466666666666667			0.3125	0.0
12252	D:\textcomplexity\twitter_output\input_files\12252.conllu	1.0	1.0	3.9			0.3846153846153846	0.2
12262	D:\textcomplexity\twitter_output\input_files\12262.conllu	1.0	1.0	3.4			0.3888888888888889	0.1428571428571428
12279	D:\textcomplexity\twitter_output\input_files\12279.conllu	1.0	1.0000000000000002	3.666666666666667			0.3333333333333333	0.0
12281	D:\textcomplexity\twitter_output\input_files\12281.conllu	1.0	1.0	3.7			0.3333333333333333	0.0
12312	D:\textcomplexity\twitter_output\input_files\12312.conllu	1.0	1.0	3.4			0.2941176470588235	0.0
12333	D:\textcomplexity\twitter_output\input_files\12333.conllu	1.0	1.0	3.8			0.3846153846153846	0.0
12408	D:\textcomplexity\twitter_output\input_files\12408.conllu	1.0	1.0	3.84			0.3793103448275862	0.0909090909090909
12422	D:\textcomplexity\twitter_output\input_files\12422.conllu	1.0	1.0	3.9			0.3333333333333333	0.0
12447	D:\textcomplexity\twitter_output\input_files\12447.conllu	0.9333333333333332	0.9933716196434602	3.533333333333333			0.3548387096774194	0.1818181818181818
12470	D:\textcomplexity\twitter_output\input_files\12470.conllu	0.92	0.9843856189774725	2.8			0.3103448275862069	0.1111111111111111
12483	D:\textcomplexity\twitter_output\input_files\12483.conllu	1.0	1.0000000000000002	3.1666666666666665			0.3333333333333333	0.0
12491	D:\textcomplexity\twitter_output\input_files\12491.conllu	1.0	1.0	3.4			0.3888888888888889	0.1428571428571428
12509	D:\textcomplexity\twitter_output\input_files\12509.conllu	1.0	1.0000000000000002	3.5			0.3333333333333333	0.0
12562	D:\textcomplexity\twitter_output\input_files\12562.conllu	1.0	1.0	2.9			0.2857142857142857	0.1666666666666666
12575	D:\textcomplexity\twitter_output\input_files\12575.conllu	1.0	1.0	3.2			0.3846153846153846	0.2
12653	D:\textcomplexity\twitter_output\input_files\12653.conllu	1.0	1.0000000000000002	3.0			0.3333333333333333	0.0
12659	D:\textcomplexity\twitter_output\input_files\12659.conllu	1.0	1.0000000000000002	3.7777777777777777			0.3333333333333333	0.0
12692	D:\textcomplexity\twitter_output\input_files\12692.conllu	1.0	1.0	3.9			0.3571428571428571	0.2
12710	D:\textcomplexity\twitter_output\input_files\12710.conllu	1.0	1.0	3.8666666666666663			0.3333333333333333	0.2
12727	D:\textcomplexity\twitter_output\input_files\12727.conllu	1.0	1.0	3.6			0.3846153846153846	0.2
12732	D:\textcomplexity\twitter_output\input_files\12732.conllu	0.95	0.9902410118609204	2.75			0.2857142857142857	0.0
12743	D:\textcomplexity\twitter_output\input_files\12743.conllu	1.0	1.0	3.6			0.3529411764705882	0.1666666666666666
12750	D:\textcomplexity\twitter_output\input_files\12750.conllu	1.0	1.0	3.32			0.3793103448275862	0.0909090909090909
12775	D:\textcomplexity\twitter_output\input_files\12775.conllu	1.0	1.0	3.88			0.3793103448275862	0.1818181818181818
12788	D:\textcomplexity\twitter_output\input_files\12788.conllu	1.0	1.0	3.75			0.3333333333333333	0.125
12808	D:\textcomplexity\twitter_output\input_files\12808.conllu	1.0	1.0	3.1			0.3666666666666666	0.1818181818181818
12819	D:\textcomplexity\twitter_output\input_files\12819.conllu	1.0	1.0	3.84			0.3793103448275862	0.0909090909090909
12840	D:\textcomplexity\twitter_output\input_files\12840.conllu	1.0	1.0	2.966666666666667			0.3870967741935484	0.1666666666666666
12846	D:\textcomplexity\twitter_output\input_files\12846.conllu	1.0	1.0000000000000002	3.7777777777777777			0.0909090909090909	0.0
12851	D:\textcomplexity\twitter_output\input_files\12851.conllu	1.0	1.0	3.96			0.32	0.125
12856	D:\textcomplexity\twitter_output\input_files\12856.conllu	1.0	1.0	2.75			0.2	0.0
12866	D:\textcomplexity\twitter_output\input_files\12866.conllu	0.9666666666666668	0.9934940079072802	3.633333333333333			0.3548387096774194	0.0909090909090909
12868	D:\textcomplexity\twitter_output\input_files\12868.conllu	1.0	1.0	3.88			0.3846153846153846	0.1
12891	D:\textcomplexity\twitter_output\input_files\12891.conllu	1.0	1.0	3.2			0.375	0.2222222222222222
12902	D:\textcomplexity\twitter_output\input_files\12902.conllu	1.0	1.0	3.1666666666666665			0.3	0.2222222222222222
12911	D:\textcomplexity\twitter_output\input_files\12911.conllu	1.0	1.0000000000000002	3.833333333333333			0.3333333333333333	0.0
12923	D:\textcomplexity\twitter_output\input_files\12923.conllu	1.0	1.0	3.333333333333333			0.25	0.0
12956	D:\textcomplexity\twitter_output\input_files\12956.conllu	1.0	1.0	3.433333333333333			0.2903225806451613	0.1111111111111111
12960	D:\textcomplexity\twitter_output\input_files\12960.conllu	1.0	1.0	3.1333333333333333			0.3529411764705882	0.1666666666666666
12987	D:\textcomplexity\twitter_output\input_files\12987.conllu	1.0	1.0	2.9			0.3571428571428571	0.2
13013	D:\textcomplexity\twitter_output\input_files\13013.conllu	0.96	0.9921928094887362	3.24			0.3703703703703703	0.1
13020	D:\textcomplexity\twitter_output\input_files\13020.conllu	1.0	1.0	3.6			0.2307692307692307	0.0
13030	D:\textcomplexity\twitter_output\input_files\13030.conllu	1.0	1.0	2.8000000000000003			0.3684210526315789	0.1428571428571428
13033	D:\textcomplexity\twitter_output\input_files\13033.conllu	1.0	1.0	3.8			0.36	0.2222222222222222
13045	D:\textcomplexity\twitter_output\input_files\13045.conllu	1.0	1.0	3.0			0.3571428571428571	0.0
13065	D:\textcomplexity\twitter_output\input_files\13065.conllu	0.9333333333333332	0.9869880158145604	3.2666666666666666			0.3684210526315789	0.1428571428571428
13081	D:\textcomplexity\twitter_output\input_files\13081.conllu	1.0	1.0	3.5			0.2	0.0
13112	D:\textcomplexity\twitter_output\input_files\13112.conllu	1.0	1.0	3.4000000000000004			0.1666666666666666	0.0
13113	D:\textcomplexity\twitter_output\input_files\13113.conllu	1.0	1.0	3.2			0.391304347826087	0.2222222222222222
13143	D:\textcomplexity\twitter_output\input_files\13143.conllu	1.0	1.0	3.2			0.375	0.2222222222222222
13156	D:\textcomplexity\twitter_output\input_files\13156.conllu	0.84	0.9459894082871708	2.92			0.2857142857142857	0.125
13195	D:\textcomplexity\twitter_output\input_files\13195.conllu	1.0	1.0000000000000002	3.4166666666666665			0.3333333333333333	0.0
13237	D:\textcomplexity\twitter_output\input_files\13237.conllu	1.0	1.0000000000000002	3.6666666666666665			0.2727272727272727	0.0
13280	D:\textcomplexity\twitter_output\input_files\13280.conllu	1.0	1.0	3.8			0.3846153846153846	0.0
13285	D:\textcomplexity\twitter_output\input_files\13285.conllu	1.0	1.0	3.6			0.3636363636363636	0.0
13299	D:\textcomplexity\twitter_output\input_files\13299.conllu	1.0	1.0000000000000002	2.7777777777777777			0.3333333333333333	0.0
13303	D:\textcomplexity\twitter_output\input_files\13303.conllu	1.0	1.0	3.5			0.3333333333333333	0.125
13340	D:\textcomplexity\twitter_output\input_files\13340.conllu	1.0	1.0000000000000002	3.1666666666666665			0.375	0.0
13343	D:\textcomplexity\twitter_output\input_files\13343.conllu	1.0	1.0000000000000002	3.444444444444444			0.2727272727272727	0.0
13461	D:\textcomplexity\twitter_output\input_files\13461.conllu	1.0	1.0000000000000002	3.6666666666666665			0.3333333333333333	0.0
13470	D:\textcomplexity\twitter_output\input_files\13470.conllu	1.0	1.0	3.466666666666667			0.3333333333333333	0.0
13473	D:\textcomplexity\twitter_output\input_files\13473.conllu	1.0	1.0000000000000002	2.5			0.2857142857142857	0.0
13478	D:\textcomplexity\twitter_output\input_files\13478.conllu	1.0	1.0000000000000002	2.833333333333333			0.2857142857142857	0.0
13479	D:\textcomplexity\twitter_output\input_files\13479.conllu	1.0	1.0	2.666666666666667			0.3125	0.2
13488	D:\textcomplexity\twitter_output\input_files\13488.conllu	1.0	1.0000000000000002	3.833333333333333			0.1666666666666666	0.0
13505	D:\textcomplexity\twitter_output\input_files\13505.conllu	0.9333333333333332	0.9869880158145604	3.0666666666666664			0.3333333333333333	0.2
13565	D:\textcomplexity\twitter_output\input_files\13565.conllu	1.0	1.0	2.7			0.1666666666666666	0.0
13584	D:\textcomplexity\twitter_output\input_files\13584.conllu	1.0	1.0	3.5			0.3333333333333333	0.0
13595	D:\textcomplexity\twitter_output\input_files\13595.conllu	1.0	1.0	3.5			0.3333333333333333	0.0
13627	D:\textcomplexity\twitter_output\input_files\13627.conllu	0.9333333333333332	0.9869880158145604	3.2666666666666666			0.3888888888888889	0.0
13644	D:\textcomplexity\twitter_output\input_files\13644.conllu	1.0	1.0000000000000002	3.333333333333333			0.125	0.0
13659	D:\textcomplexity\twitter_output\input_files\13659.conllu	0.9333333333333332	0.9869880158145604	3.1333333333333333			0.3529411764705882	0.0
13670	D:\textcomplexity\twitter_output\input_files\13670.conllu	1.0	1.0	3.6			0.375	0.0
13677	D:\textcomplexity\twitter_output\input_files\13677.conllu	1.0	1.0000000000000002	3.111111111111111			0.3636363636363636	0.0
13681	D:\textcomplexity\twitter_output\input_files\13681.conllu	1.0	1.0	3.6			0.375	0.1666666666666666
13742	D:\textcomplexity\twitter_output\input_files\13742.conllu	1.0	1.0	3.1333333333333333			0.3684210526315789	0.1428571428571428
13771	D:\textcomplexity\twitter_output\input_files\13771.conllu	1.0	1.0	2.0			0.25	0.0
13774	D:\textcomplexity\twitter_output\input_files\13774.conllu	1.0	1.0	3.7			0.3636363636363636	0.0
13804	D:\textcomplexity\twitter_output\input_files\13804.conllu	1.0	1.0000000000000002	3.333333333333333			0.2727272727272727	0.0
13818	D:\textcomplexity\twitter_output\input_files\13818.conllu	1.0	1.0	3.2			0.3846153846153846	0.2
13832	D:\textcomplexity\twitter_output\input_files\13832.conllu	1.0	1.0	3.44			0.3448275862068966	0.2
13901	D:\textcomplexity\twitter_output\input_files\13901.conllu	1.0	1.0	3.2666666666666666			0.375	0.1666666666666666
13949	D:\textcomplexity\twitter_output\input_files\13949.conllu	1.0	1.0000000000000002	3.333333333333333			0.375	0.0
13978	D:\textcomplexity\twitter_output\input_files\13978.conllu	1.0	1.0	3.3			0.3939393939393939	0.0
13994	D:\textcomplexity\twitter_output\input_files\13994.conllu	1.0	1.0	3.6			0.3571428571428571	0.2
14007	D:\textcomplexity\twitter_output\input_files\14007.conllu	1.0	1.0	3.75			0.3	0.0
14008	D:\textcomplexity\twitter_output\input_files\14008.conllu	0.9333333333333332	0.9869880158145604	3.6			0.375	0.0
14015	D:\textcomplexity\twitter_output\input_files\14015.conllu	1.0	1.0000000000000002	3.5			0.1666666666666666	0.0
14017	D:\textcomplexity\twitter_output\input_files\14017.conllu	0.96	0.9921928094887362	3.36			0.3928571428571428	0.0909090909090909
14097	D:\textcomplexity\twitter_output\input_files\14097.conllu	0.8666666666666667	0.9739760316291208	3.4			0.3529411764705882	0.1666666666666666
14113	D:\textcomplexity\twitter_output\input_files\14113.conllu	1.0	1.0000000000000002	3.0			0.3333333333333333	0.0
14131	D:\textcomplexity\twitter_output\input_files\14131.conllu	1.0	1.0000000000000002	3.555555555555556			0.1818181818181818	0.0
14133	D:\textcomplexity\twitter_output\input_files\14133.conllu	1.0	1.0000000000000002	3.0			0.2857142857142857	0.0
14152	D:\textcomplexity\twitter_output\input_files\14152.conllu	0.95	0.9902410118609204	3.6			0.3333333333333333	0.0
14153	D:\textcomplexity\twitter_output\input_files\14153.conllu	0.95	0.9902410118609204	3.55			0.391304347826087	0.2222222222222222
14202	D:\textcomplexity\twitter_output\input_files\14202.conllu	1.0	1.0	3.3			0.3571428571428571	0.2
14235	D:\textcomplexity\twitter_output\input_files\14235.conllu	1.0	1.0	3.733333333333333			0.3333333333333333	0.1666666666666666
14240	D:\textcomplexity\twitter_output\input_files\14240.conllu	1.0	1.0	3.2			0.3703703703703703	0.1
14262	D:\textcomplexity\twitter_output\input_files\14262.conllu	1.0	1.0	3.0666666666666664			0.3636363636363636	0.1666666666666666
14337	D:\textcomplexity\twitter_output\input_files\14337.conllu	0.96	0.9921928094887362	3.4			0.3076923076923077	0.125
14346	D:\textcomplexity\twitter_output\input_files\14346.conllu	1.0	1.0000000000000002	3.333333333333333			0.25	0.0
14348	D:\textcomplexity\twitter_output\input_files\14348.conllu	1.0	1.0000000000000002	2.833333333333333			0.3333333333333333	0.0
14377	D:\textcomplexity\twitter_output\input_files\14377.conllu	0.95	0.9902410118609204	2.85			0.3333333333333333	0.1428571428571428
14396	D:\textcomplexity\twitter_output\input_files\14396.conllu	1.0	1.0000000000000002	2.5			0.2857142857142857	0.0
14423	D:\textcomplexity\twitter_output\input_files\14423.conllu	1.0	1.0	3.88			0.3333333333333333	0.1111111111111111
14462	D:\textcomplexity\twitter_output\input_files\14462.conllu	1.0	1.0	3.09375			0.3714285714285714	0.1538461538461538
14512	D:\textcomplexity\twitter_output\input_files\14512.conllu	1.0	1.0	3.0			0.3928571428571428	0.0909090909090909
14519	D:\textcomplexity\twitter_output\input_files\14519.conllu	1.0	1.0	3.466666666666667			0.3529411764705882	0.1666666666666666
14530	D:\textcomplexity\twitter_output\input_files\14530.conllu	1.0	1.0	3.75			0.25	0.0
14568	D:\textcomplexity\twitter_output\input_files\14568.conllu	0.9333333333333332	0.9869880158145604	3.0666666666666664			0.3333333333333333	0.2
14574	D:\textcomplexity\twitter_output\input_files\14574.conllu	1.0	1.0	3.35			0.2608695652173913	0.0
14610	D:\textcomplexity\twitter_output\input_files\14610.conllu	1.0	1.0	3.466666666666667			0.3684210526315789	0.1428571428571428
14616	D:\textcomplexity\twitter_output\input_files\14616.conllu	1.0	1.0000000000000002	2.833333333333333			0.3333333333333333	0.0
14624	D:\textcomplexity\twitter_output\input_files\14624.conllu	0.9666666666666668	0.9934940079072802	3.2			0.3939393939393939	0.1538461538461538
14705	D:\textcomplexity\twitter_output\input_files\14705.conllu	1.0	1.0000000000000002	2.833333333333333			0.375	0.0
14757	D:\textcomplexity\twitter_output\input_files\14757.conllu	0.96	0.9921928094887362	3.16			0.24	0.1666666666666666
14779	D:\textcomplexity\twitter_output\input_files\14779.conllu	1.0	1.0	3.2666666666666666			0.375	0.0
14797	D:\textcomplexity\twitter_output\input_files\14797.conllu	0.9333333333333332	0.9869880158145604	3.533333333333333			0.3333333333333333	0.1666666666666666
14821	D:\textcomplexity\twitter_output\input_files\14821.conllu	0.96	0.9921928094887362	3.96			0.2	0.2
14831	D:\textcomplexity\twitter_output\input_files\14831.conllu	1.0	1.0	2.5			0.25	0.0
14871	D:\textcomplexity\twitter_output\input_files\14871.conllu	0.96	0.9921928094887362	3.68			0.2413793103448276	0.1428571428571428
14872	D:\textcomplexity\twitter_output\input_files\14872.conllu	1.0	1.0	3.25			0.3043478260869565	0.1428571428571428
14875	D:\textcomplexity\twitter_output\input_files\14875.conllu	1.0	1.0	3.066666666666667			0.2941176470588235	0.0
14882	D:\textcomplexity\twitter_output\input_files\14882.conllu	1.0	1.0000000000000002	2.833333333333333			0.3333333333333333	0.0
14886	D:\textcomplexity\twitter_output\input_files\14886.conllu	0.96	0.9921928094887362	3.08			0.3703703703703703	0.1
14892	D:\textcomplexity\twitter_output\input_files\14892.conllu	1.0	1.0000000000000002	2.833333333333333			0.375	0.0
14908	D:\textcomplexity\twitter_output\input_files\14908.conllu	1.0	1.0	3.1500000000000004			0.3333333333333333	0.0
14920	D:\textcomplexity\twitter_output\input_files\14920.conllu	0.8500000000000001	0.9707230355827609	3.1			0.391304347826087	0.2222222222222222
14921	D:\textcomplexity\twitter_output\input_files\14921.conllu	1.0	1.0	3.6			0.3684210526315789	0.1428571428571428
14931	D:\textcomplexity\twitter_output\input_files\14931.conllu	1.0	1.0	3.4000000000000004			0.3636363636363636	0.0
14964	D:\textcomplexity\twitter_output\input_files\14964.conllu	1.0	1.0	3.0			0.25	0.0
15020	D:\textcomplexity\twitter_output\input_files\15020.conllu	1.0	1.0	3.1333333333333333			0.2941176470588235	0.0
